Date,AA,ACRS,AEO,AHCO,AME,ANSS,APD,ARMK,AUR,AVTR,AWI,AXTA,BDN,BSY,BV,CABA,CCNE,CEIX,CMCSA,CNX,COHR,COR,CRS,CTLP,CUBE,CUBI,DGICA,DKS,DORM,DUOL,ECVT,ENS,EPAM,EQT,ESNT,ETRN,FCF,FIVE,FMC,FNB,FOLD,FOUR,FULT,GLPI,GMED,HCSG,HLNE,HRMY,HSY,HT,HWM,IRT,KHC,KMT,KOP,KRYS,KWR,LMB,LNC,LTHM,MATW,MDGL,MLYS,MNTK,MPB,MSA,NVRI,NWBI,OFLX,OLLI,OSUR,PENN,PFIS,PNC,PPG,PPL,RDN,SEIC,SEM,STBA,TFX,TGI,TOL,UGI,UHS,UHT,URBN,UTZ,UVSP,VPG,VSH,VSTS,VTRS,WAB,WCC,WMK,WST,WTRG,X,YORW,close_market_cap,gross_change_mkt_cap,mkt_cap_deleted_stock,adj_mkt_cap,divisor,gross_index_level,Index Value
12/13/2023,4586888714,69114720.96,3761739896,665848586.5,37096785144,25669824392,59632434272,7053653693,2205498863,14761452895,4187919682,7349811974,875260921.6,11493833145,327517934.7,719784395.2,445479620.5,2306960981,1.78475E+11,3078235032,6290903900,34581936836,3222293441,437396620.4,9758237918,1486183692,222484432,8387253509,2059509612,7964574461,997320522.2,3909497478,15794595763,15211435047,5364707479,4110255211,1492821242,10976568795,7155495410,4715983558,3536098407,3732351163,2611918602,11918133401,5760334291,753290527.4,3617670319,1111902344,27831647657,,21173775480,3346588533,29612063549,1990184582,887695593.6,2800924633,2731292508,408849670.5,4373728445,2839384039,1035589587,3556677730,147548118.2,519334387.2,348661687.8,6313116949,625791808,1541245804,257778967.9,4625191147,519735386.6,3787105735,292746892.8,57873641112,34709449728,19831909847,4268665100,7470063651,2575980286,1162309118,11372694396,887997388.8,10306071464,4789002086,8847636989,563850498,2478047248,979410088.5,604035372.5,367677636.5,2960119366,2447846806,12125881859,21551245354,8582469624,1056541499,26422395869,8986397616,7657933670,468039928.4,9.24858E+11,20844308800,0,9.04014E+11,0.999568542,9.25257E+11,108.7462992
12/14/2023,5288080404,67834818.72,3729155046,685108669.6,37687117886,25488357243,59975645713,7160094547,2523566052,15050234730,4326574973,7438177612,930806326.2,11433620980,334646499.2,785254146,448098903.7,2356539239,1.82581E+11,3116790080,6566428811,34218542066,3236094432,437396620.4,10148924634,1545642530,217359451.8,8626363806,2137608994,8021998971,1013737321,4014788867,16492455735,15844054428,5433166623,4153629764,1534648121,10934677647,7464124954,4878664655,3570512990,3912210214,2622321464,12013538724,5950133056,745551241.1,3679214771,1125901115,27461698838,,20611328760,3567316224,29092967614,2125447524,909688052,2840195631,2809960357,419040104,4554918576,3070952373,1039114998,3648135605,151163414.2,540299443.2,352768767,6270460753,653952439.4,1577643303,275449567.2,4400141963,515524161.4,3904986488,302697719.2,60668141159,35090613696,19664644014,4373121113,7598066682,2594707121,1198089500,11997845802,896275330.6,11236577138,4847277644,8979187147,577472535.4,2480057019,966048422.9,622796000.5,375622371,3084663275,2485626241,12442624954,21599129128,8968312085,1059801926,26262228967,8986397616,7707531686,466521076.9,9.40272E+11,15413381956,0,9.24858E+11,0.999568542,9.40677E+11,110.5586293
12/15/2023,5491196385,64635063.12,3618728611,607675274.3,37455119415,25529835448,59964574376,7056249811,2670366294,15446470272,4364109049,7473523868,900508832.8,11201692644,333062373.8,785254146,453941920,2366454891,1.816E+11,3081319436,6526217067,34009674979,3162806411,425000764.8,10097577237,1524673954,211480798.1,8581864371,2110786984,7912618951,983981873.3,3947015100,16574457110,15691001352,5274465880,4126778850,1514730560,10571802380,7378601104,4813238562,3639342156,4063380091,2618320364,11985921394,5769649568,737811954.9,3664753507,1124234594,26788126684,,20623046400,3489281182,28778364017,2044764366,916285789.5,2820926011,2849156268,408186107.4,4663968192,3081640142,1046753390,3713596892,147548118.2,532512422.4,359369430,6126171535,669597234.6,1561327183,279387397.4,4227911700,535527481.4,3842315708,310144789.3,60288421407,34980029088,19548285174,4368443978,7489384864,2458417373,1183666686,11923333753,903048192,10943857787,4736970338,8817416006,571616332.4,2439861606,976069672.1,611425922.9,366509293.2,3039374580,2519497458,12275288979,21632825118,8832964206,1044966982,26293086811,8739332237,7798792036,448879032.7,9.34555E+11,-5716568252,0,9.40272E+11,0.999568542,9.34958E+11,109.8864661
12/18/2023,5390521508,60155405.28,3638641574,605709959.7,37484980605,25709574339,60042073734,7196440205,2782214097,15147614652,4291248784,7440386753,875260921.6,11288665770,323953652.5,798654387.4,448804095.3,2309379433,1.82581E+11,3051246499,6429411017,33974014745,3224672922,423229928.3,9941302551,1546504252,212535941.1,8445399437,2119990615,8209654066,982955823.4,3871576442,16994077936,15880787166,5305583672,4192873406,1500788267,10375947663,7298035159,4795555834,3627870629,4084896972,2619120584,12038645388,5895405805,730441206.1,3698720663,1083238195,26863295568,,20783187480,3453608019,28864880006,2014705934,929681196,2796778006,2864337783,409228849.4,4578406186,3111922155,1067024505,3601936850,144428319.7,531314419.2,354235581,6174391582,660992597.2,1558817011,269791004.5,4360789100,538685900.4,3736372246,305073077.8,59884969171,34996499136,19511923036,4343499259,7627048500,2466740411,1180383744,11868035503,913583754.2,10829547676,4780677006,8882598517,548064211.8,2488766025,1026175918,611710174.9,368729145.5,3014214195,2546854980,12084047866,21753421290,8815793206,1041543533,26158634778,8729643398,9838262454,449696875.8,9.37705E+11,3149649844,0,9.34555E+11,0.999568542,9.38109E+11,110.256807
12/19/2023,5725221320,65275014.24,3781833887,616322658.6,37530920896,25789938362,60325499956,7275621816,3033871653,15500197125,4340705449,7537588956,883676892,11397939698,329894122.9,855318265.4,458173069.7,2446989329,1.82601E+11,3105994667,6585790020,34289862535,3293677877,433854947.4,10043997344,1637272332,212837410.5,8655436770,2211763962,8244860760,1006554972,3906270156,16706224836,15848135843,5404123350,4225920684,1522697584,10777993874,7555846184,4875128110,3777000489,4056207798,2643927409,12154136042,6030477318,751816377.6,3749503244,1115901993,26906038658,,20955046200,3455837592,28707578208,2041600320,997258022.7,2911176129,2964535780,416054070,4667323565,3106578271,1108741873,3616971021,146814048,539101440,359222748.6,6168085884,690717708.1,1570112786,267325724.3,4361403989,568515412.8,3887080551,313033738.9,61142790849,35180022528,19548285174,4412097237,7687427288,2509500019,1208048988,11895215999,931644718.1,11043211436,4859765263,8940670209,555066193.6,2522262203,1040873750,625070016.1,377491720.2,3041890619,2662798761,12424696099,22313838796,8893062705,1046597195,26312923996,8906464699,9594240215,457875306.9,9.4618E+11,8474906769,0,9.37705E+11,0.999568542,9.46588E+11,111.2533001
12/20/2023,5412599332,59528253.18,3729155046,509409544.3,37170289610,25642172255,59393293397,7112066357,2880080924,15258426286,4299417966,7400622216,873577727.5,11261904808,318805244.8,814351813.1,454143403.3,2387253574,1.80661E+11,3079006133,6368348740,33933260191,3273690235,427952159,10061857309,1601941719,208767573.4,8643570254,2184416030,8026100721,1000398672,4003896654,16442689384,15509378368,5395825272,4151564309,1508755291,10603900792,7402151150,4806165470,3683794326,4082690112,2629523446,12101412048,6035134957,739654642.1,3683250473,1067572904,26465342654,,20583987600,3382261695,28117696464,2023407059,984862273.4,2759458362,2932378571,415011327.9,4531430966,2901729360,1082888856,3461617919,139289828,521071491.8,351008590.2,6064598244,691499947.8,1550031408,266581176.6,4371857093,551670511.7,3721450631,307191640.8,59208593364,34427106048,19206481080,4390270607,7677766682,2468821170,1189974362,11604197241,922614236.2,10910739904,4735929703,8777713932,552010783.4,2445220994,1015486586,613415686.5,378566596.1,2985279751,2625019327,12496411517,22152452742,8687515739,1054096178,25647276228,8882242603,9500995945,448294859,9.31477E+11,-14702215811,0,9.4618E+11,0.999568542,9.31879E+11,109.52459
12/21/2023,5653689170,63995112,3801565824,561686912.7,37599831333,26196943252,60190429647,7237978099,2988433483,15369237921,4351303305,7511079264,892092862.4,11458151862,324349683.8,848043848.6,456964169.8,2433687845,1.79803E+11,3155345128,6553024896,34344201940,3356972077,434504254.1,10258316914,1627218905,209521246.9,8710022744,2181523460,8154280431,1018867571,4115642687,16634968469,15925682735,5472582494,4199069771,1527676975,10834574125,7697146457,4818543380,3771264725,4112482716,2645527849,12164178708,6283154202,749605153,3733024128,1076872087,26676110308,,20884740360,3375572977,28282863352,2048719422,984062547.7,2848001046,2941625494,421552164.3,4610282227,2932011372,1106391598,3477278514,136904099.8,534309427.2,357022527.6,6168085884,686806509.3,1575760674,263569894.7,4357099769,570621025.4,3739356569,304559486.7,60035274906,34758859872,19191936225,4440160046,7784033349,2496911424,1201040460,11780401835,1228145541,11033596566,4943016060,8944818187,548573446.8,2464648777,1022167418,618247969.5,385553289,3016730233,2701880935,12717534054,22429114549,8858215676,1061595161,25991120771,8969442149,9552577882,450281049.4,9.41417E+11,9939905781,0,9.31477E+11,0.999568542,9.41824E+11,110.69334
12/22/2023,5962778706,68474769.84,3832340404,557363220.6,37716979075,30923730414,60396356511,7201632442,3054843116,15399459276,4373823751,7544216378,888726474.2,11730221642,337814750.1,848426712.6,462101994.4,2485926400,1.79721E+11,3158429532,6643873650,34478352346,3401706324,436216062.8,10289571852,1625208220,212988145.2,8470912447,2192304857,8143684242,1031693195,4136620281,16793881477,15909357073,5518221923,4211462500,1540623390,11032605006,7776472926,4841530926,3906055175,4104758707,2666333573,12221924035,6249968528,761029813.6,3776744230,1071239249,26901616959,,20927705040,3397868703,28597466949,2059002570,1000107046,3023866818,2963431669,422784495.8,4568340067,3070952373,1131363262,3674915223,147915153.4,536705433.6,351008590.2,6192937754,702451304.5,1605255199,263702258.7,4412439732,581500024.1,3745325214,312648545.6,60320064720,34998852000,19504650609,4472899990,7804562137,2520840158,1224279264,11763062553,1268030170,11064577812,5103273844,9071627799,550355769.5,2429142829,1027512085,626491275.8,388824650.2,3065792985,2709697370,12729486624,22457490119,8901648204,1058497755,26091776117,8996086454,9516867310,450631553.6,9.50818E+11,9401163409,0,9.41417E+11,0.999568542,9.51229E+11,111.7987439
12/26/2023,5982207191,67194867.6,3835960943,555790968.9,37861690992,31189882232,60872423994,7199036323,3173681407,15506912982,4369849555,7553052942,912291191.4,11826115088,339398875.5,891690349.2,470262068.9,2502613716,1.79578E+11,3172309349,6767487529,34656653518,3417410899,439167457,10432451565,1667145371,212988145.2,8696376251,2227015693,7986792277,1046570918,4185836945,17035361387,15999148211,5525482742,4271360692,1575479123,11444443952,7902899486,4924639748,4040845625,4094276124,2717547663,12354989354,6293633888,763609575.7,3857458266,1102236526,27038689630,,21033163800,3455837592,28707578208,2074031786,1031646230,3102408814,3000695387,425912721.9,4580083872,3160017117,1138414085,3697779691,150667916.8,558868492.8,358489341.6,6237448567,703311768.2,1620316233,263106620.5,4558783191,586764055.7,3788597896,311364568,60952930973,35222374080,19624645663,4499403755,7799731834,2534365095,1250469029,11819766691,1273297951,11053894624,5174037021,9138588014,555575428.6,2421103746,1058243916,634734582,391511839.8,3068309024,2704486413,12789249472,22505373893,8905183410,1065670696,26254147151,9063908323,9588288453,461029844.6,9.56894E+11,6075661791,0,9.50818E+11,0.999568542,9.57307E+11,112.5131299
12/27/2023,6146466202,67194867.6,3858589311,563652227.3,37811156672,31030018316,61045136848,7232785862,3282033966,15459901985,4381772143,7557471224,913132788.4,11814964688,338606812.8,893604669.4,467239819.1,2495116516,1.79762E+11,3139152008,6673660127,34685521326,3428356513,441528572.3,10486031457,1713965615,211782267.6,8745028966,2235167480,8071219979,1029128070,4175348148,16994643463,15990985380,5522370962,4234182504,1574483244,11570117395,7886786297,4940554203,4138353611,4104206992,2715147003,12360010687,6190001434,759924201.3,3891425422,1099236790,27107962915,,21122999040,3473674173,28731173478,2064539650,1039043694,3127044657,3029540265,436908910.6,4561629322,3188517835,1127837851,3705140171,153053645,555274483.2,360689562.6,6262300438,707926982.8,1610275543,260293884.7,4620886927,586062184.8,3731895761,308860811.7,61328695310,35328252960,19664644014,4510317069,7745390925,2490669145,1258584167,11739631091,1274803031,11115857114,5176118291,9043777089,561940866.6,2421103746,1072273664,636155841.7,390927668.2,3044406658,2759201456,12872917459,22547937248,8866801176,1056052435,26154226515,9059063904,9651773914,462665530.8,9.58237E+11,1342760429,0,9.56894E+11,0.999568542,9.5865E+11,112.6710138
12/28/2023,6102310554,68474769.84,3860399581,574657989,37928304415,31271974514,60766139160,7271727638,3247081527,15496839197,4380888989,7566307788,925756744,11759212684,338804828.5,893987533.4,464822019.2,2453519148,1.80334E+11,3124501090,6676638775,34570050091,3405037597,443299408.8,10590958747,1710518726,211480798.1,8743842315,2223334240,7974145212,1021022275,4156791045,16905855768,15925682735,5531706300,4209397045,1569005915,11633770178,7847123062,4908725293,4165598489,4121861868,2710345682,12472990675,6288976250,765083725.4,3876627849,1110902432,27146284306,,21138622560,3482592464,28896340366,2042391332,1039043694,3118751403,3043065615,434159863.4,4580083872,3304302002,1106391598,3660664081,157458066.5,542096448,359076067.2,6261558591,704798023.8,1595842052,258904062.2,4683605552,581850959.5,3969149430,312070755.7,61573930983,35382368832,19744640717,4510317069,7722446985,2484426867,1254895468,11693236796,1275555571,11060304536,5151143052,9043777089,562322792.9,2435842064,1085635330,633881826.2,393147520.5,3029310426,2748779543,12992443155,22521335151,8942555586,1048227409,26093980249,9114774725,9659709596,456940629,9.59635E+11,1398599955,0,9.58237E+11,0.999568542,9.6005E+11,112.8354635
12/29/2023,5999869450,67194867.6,3830530135,572299611.5,37875473080,31366164605,60668711397,7292496586,3054843116,15332972295,4342030181,7503347271,908924803.2,11634328195,333854436.5,869101370.8,453941920,2429818323,1.79272E+11,3084403840,6481537352,34875709243,3368393587,437101481,10347616735,1653357815,210576389.9,8714769350,2190990052,7747523485,1001424722,4072477252,16818764653,15778751782,5470507974,4205266136,1535643999,11586438621,7814896684,4869823291,4072392326,4100344988,2635124987,12390138684,6205138758,763978113.1,3812392929,1076572114,27483807333,,21150340200,3411246139,29092967614,2040018297,1024448699,3023135061,2943695700,431031637.3,4524720221,3195643015,1076131818,3622608835,158192136.7,534309427.2,355849076.4,6260816744,704798023.8,1566347528,233291620.5,4667003563,575534121.6,3882604067,314927605.8,61261453271,35187081120,19708278579,4451073361,7674143955,2443852056,1233132143,11686207358,1247711585,10981248945,5119924003,9031925724,550610387,2391627109,1085635330,625922771.9,397937728,3014214195,2753990500,12974514301,22507147366,8781451207,1040565405,25891934845,9042108437,9651773914,451098892.5,9.5459E+11,-5045753220,0,9.59635E+11,0.999568542,9.55002E+11,112.2421757
1/2/2024,5879766088,67194867.6,3835960943,570727359.8,37413773153,30508948360,60584569237,7253554810,2603956661,15285289713,4308028724,7393994793,929123132.2,11014365910,329498091.5,848043848.6,454546369.9,2445780103,1.78516E+11,3138380907,6273032014,35412310866,3301292217,432969529.1,10662398604,1601367237,213591084.1,8664929983,2195723348,7324359536,1010659171,3984129305,16477186514,15884868581,5487104130,4238313414,1550084232,11717552473,8036762903,4915798384,4086731736,4049035504,2645527849,12518182670,6185343795,784984747.2,3759928806,1024909985,28307717254,,20990199120,3458067165,29973857685,2019452002,1009053978,3050210096,2928376172,415769685.8,4583439245,3218799848,1078775876,3554798459,159660277.2,533710425.6,355409032.2,6223353476,702451304.5,1581408562,238321454,4619657150,580798153.2,3873651098,313547329.9,61902230352,34657686720,20006448108,4476018080,7598066682,2489628766,1253788858,11733070282,1211589658,10767585185,5184443371,9268360467,558630838.9,2393636880,1093652329,625070016.1,385786957.7,2957603327,2707091891,13631905629,22328026581,8764280208,1072191550,25642867965,9158374498,9514883389,448645363.2,9.53422E+11,-1167178522,0,9.5459E+11,0.999568542,9.53834E+11,112.104937
1/3/2024,5561845422,71994501,3649503191,551074213.8,36880865775,29658645148,60013288258,7186055731,2292879959,14768168751,4214414324,7228309221,880310503.8,10496987313,321181433,834643607.2,442658854,2477703664,1.76902E+11,3183104763,6083887886,35716271911,3232287262,414966024.5,10327524276,1522663269,211631532.8,8234768778,2115388799,7050567675,979877673.6,3843740788,15976129840,15807321689,5462209896,4248640688,1485850095,11132164487,7583114657,4774513387,3880244238,3895107053,2551101870,12324861358,6044450234,763978113.1,3640202988,1040241971,28278239260,,20599611120,3366654686,29946329870,1951029519,928881470.2,2898492329,2771316502,392639771.7,4430769782,2938245905,1038821214,3319263110,157091031.4,515141376,352182041.4,6122833224,681721950.8,1550658951,229866701,4288847148,562900445.8,3672209304,303789100.2,59983854523,34267111296,20119170734,4421451507,7515951530,2444892436,1189236622,11339421720,1161169467,10579561076,5155305592,9068072389,540425686.2,2319945288,1139750076,600340097.3,378660063.5,2904766518,2628927544,13584095350,22113436333,8516310772,1088982752,24848645850,9180174384,9493060262,440700601.6,9.3628E+11,-17142102684,0,9.53422E+11,0.999568542,9.36684E+11,110.0893411
1/4/2024,5498261289,70074647.64,3700190735,565224479,36876271746,29737280913,59842789671,7214613034,2191517888,14687578472,4222362716,7226100080,892092862.4,10465766191,316429056.6,846895256.5,444069237.3,2529700374,1.74165E+11,3143007513,6048144114,35763818890,3230859573,412604909.2,10211434508,1502556416,211028594,8218155656,2110786984,7028008046,958433230.3,3849792017,16413847521,15591006675,5513035624,4276524329,1482862461,11145765509,7470322334,4834457835,3852999360,3865866164,2549501430,12179242706,6164384422,756238826.9,3622378638,1064406516,28076315004,,20548834680,3344358960,29706444628,1957753116,933279961.9,2928128517,2741505527,406100623.3,4504587984,0,1028244980,3415105952,158559171.8,501963340.8,349395094.8,6071274866,668032755,1562582269,234549078.9,4349721108,569217283.7,3658779851,308058325.7,60335886376,34100057952,20093717238,4474459035,7578745470,2720593072,1206204638,11291152909,1159288116,10549648150,5169874481,9018296653,544499566.5,2346742231,1154447908,598066081.8,370832163.4,2851929708,2641954935,13805217888,21999934054,8518835919,1080342619,24996322672,9027575179,9506947707,436027212.4,9.30564E+11,-5716500286,2938245905,9.33342E+11,0.996431685,9.33896E+11,109.7616411
1/5/2024,5680182559,67834818.72,3591574569,569155108.2,36922212037,29732960266,59818432730,7326246125,2303365691,14630493690,4313327652,7285746886,927439938.1,10421164588,308468826.3,853403945.2,443867754,2527040077,1.75779E+11,3186189167,6134524897,35894573083,3180414572,406702120.8,10307431816,1488481618,210877859.3,8244855317,2094746370,6978445225,951148275.8,3893360867,16339763521,15790996028,5480880572,4407680714,1475891315,10930325320,7533535614,4848604018,3880244238,3885727900,2553502531,12095135382,6166713242,741865866.7,3628095882,1065239776,27640040699,,21029257920,3315374516,29848016246,1960917161,945275848.3,2947520096,2743161693,401266092.1,4721009530,,1029420117,3450498896,158742689.4,497171328,349981820.4,5972609231,663730436.4,1561327183,238453487.1,4314672464,569919154.6,3666240658,304431089,61795434172,34337697216,20177350154,4496285665,7595651530,2790298516,1216164126,11219452635,1178477891,10661821624,5188605911,9106589327,534951409.5,2301187429,1147098992,596644822.1,366976630.5,2826769322,2701880935,14343083520,22253540710,8523886213,1060127969,24935341696,9129307982,9594240215,433106344.1,9.36138E+11,5574570766,0,9.30564E+11,0.996431685,9.39491E+11,110.4191716
1/8/2024,5605117957,74874281.04,3810617171,551860339.7,37179477668,30106264115,60414070650,7500186058,2429194469,14549903411,4348653841,7327720564,937539102.6,10784667654,315636993.9,928062433,446890003.8,2465369561,1.78638E+11,3176935955,6302818491,35724762443,3177559194,426771601.3,10392266646,1515195009,210877859.3,8297661313,2132086815,7191736262,958330625.3,3991794196,16820461233,15599169506,5536892599,4424204353,1477883071,10492916453,7633933177,4887506019,4035109861,4030828913,2589512438,12184264039,6245893094,759555663.8,3704437907,1090237580,28220757173,,21126904920,3377802550,30076103854,1976341883,971666798.4,3084602709,2761379510,402403628.9,4788116986,,1036177156,3612429449,167735049.8,498369331.2,350861908.8,6109479980,693064427.4,1573878045,233192347.5,4349106219,546757415.5,3784121412,301863133.8,62305682588,34683568224,20362797056,4558647463,7649992440,2789258137,1227967964,11669336705,1167566058,10913944861,5163630672,9152217085,539916451.2,2404355657,1161796824,592096791,368028139.5,2875832074,2711000109,13996459002,22418473710,8728928150,1060617033,25846382790,9223774157,9620031183,435092534.5,9.47097E+11,10958184975,0,9.36138E+11,0.996431685,9.50488E+11,111.7117087
1/9/2024,5644858040,81273792.24,3852253368,535351697,37441337328,30601410193,59349008050,7453455926,2443175444,14821895604,4377797947,7268073758,935855908.5,10572810039,308904460.8,916959375.8,437017321.1,2411921781,1.76779E+11,3135296503,6310265110,36274948917,3049543106,423229928.3,10271711888,1494800915,208164634.5,8367080432,2109735140,7201990639,935757527,3987356628,16895676287,15533866860,5445613740,4430400718,1459957265,10391180808,7511225045,4823848198,3911790939,4027518624,2591913098,11970857395,6269181286,748868078.1,3661390422,1085238019,28459528921,,20974575600,3351047678,30319921642,1934813787,969667484,3150948742,2707416126,389795929.8,4635447523,,1024132000,3726595186,166083391.8,488186304,346314785.4,6098352277,686024269.5,1555051752,236005083.3,4349721108,545353673.8,3663256335,298974184.2,61111147536,34396518816,20231893361,4444837181,7547348500,2727875731,1215795256,11615444343,1146118664,10855187327,5088704954,9137995446,528585971.5,2589924483,1152443658,578452697.9,361485417,2804124975,2684945326,13853028166,22397192032,8735998561,1044314896,25666378703,9272218349,9602175898,430185475.9,9.42059E+11,-5037816048,0,9.47097E+11,0.996431685,9.45432E+11,111.1174895
1/10/2024,5590105037,64315087.56,3886648488,530634942,37588346260,30680045957,59101010106,7502782176,2376765811,15103961583,4435203004,7285746886,936697505.5,10608491321,321577464.3,859146905.8,437621771,2295594259,1.77597E+11,3075150628,6223884327,36694381198,3171372543,419393115.8,10171249589,1506577786,207109491.5,8326734277,2109866621,7370504231,927549127.7,3987760043,16937525264,15384895200,5511998365,4461382541,1461949021,10431983874,7374882676,4820311653,3893149706,4024208335,2592713318,11872941406,6335552634,752921989.9,3735714596,1062573343,27949559632,,21704975160,3352162464,29792960617,1932440752,979064261.7,3134362234,2737917169,376809051.8,4737786394,,1030595254,3706862837,169203190.3,483394291.2,349248413.4,6137670162,692282187.6,1561327183,232298890.2,4370012427,555179866.1,3579695295,294801257,61380115693,34643569536,20071899955,4490049485,7596859106,2758046744,1220959435,11644967985,1172457569,11013298509,5090786224,9290878062,529477132.8,2572506470,1109018245,582432225.1,364873612.6,2816705168,2682339848,14462609216,22386551194,8716807444,1029153909,26240922361,9361840104,9578368850,441167940.5,9.45157E+11,3097998305,0,9.42059E+11,0.996431685,9.48541E+11,111.4829038
1/11/2024,5455871867,60993741.25,3881217679,568368982.3,37654959682,30915953251,58585085811,7497589939,2285889471,15043518874,4398993660,7285746886,935855908.5,10847109898,327121903.4,822774822,429965404.9,2303333304,1.7682E+11,3058186407,6328136996,37176643415,3190884289,413195188,9941302551,1546073391,207109491.5,8299441290,2144971898,7338032038,920366778.2,3972026847,16945442638,15121643909,5481917832,4432466172,1451990241,10341673088,7302993063,4767263469,3828622363,4135103026,2567906493,11772514750,6540488723,747393928.3,3716545012,1046574748,28064523807,,21681539880,3368884259,29557007919,1933231764,987461382.2,3046307388,2749924367,376524667.6,4653902074,,1020900373,3762771161,165532839.1,482795289.6,340594210.8,6145459554,700886825,1547521235,231802525,4401371740,564304187.5,3469275348,292297500.6,60335886376,34445928960,19650099159,4455750496,7662068197,2783015858,1207680118,11634658141,1147623744,11073124362,4936772250,9385688987,532659851.8,2603322954,1094320413,582147973.1,363938938,2842494563,2737054891,14450656646,22521335151,8727918091,1016927306,26045489352,9211663109,9469253215,428316120.2,9.41748E+11,-3408570380,0,9.45157E+11,0.996431685,9.45121E+11,111.080857
1/12/2024,5303976438,59086686.91,3779842591,544785207.1,37535514925,29943807811,58487658047,7461244282,2271908496,14771526680,4353511192,7276910322,933331117.4,10849339978,326329840.6,810906036.7,426640930.1,2321229846,1.75595E+11,3104452465,6214948384,37261548735,3215630894,406702120.8,10097577237,1481300599,210576389.9,8356400567,2126038715,7246768085,918314678.4,3950686179,17402953755,15435504750,5558675054,4506822548,1437052069,10369963214,7213750786,4700069102,3779868371,4122965298,2541499228,11780046749,6547475181,730441206.1,3786160868,1043908316,28092527901,,21697163400,3391402943,29635658819,1926112662,992459668.2,3135581830,2766900061,374818362.4,4660612819,,1019431452,3700285387,171038365.9,475906771.2,338393989.8,6124316918,713402661.1,1529950029,241134189.9,4409359141,568866348.2,3349902433,294801257,58919848136,34257699840,19693733724,4500962800,7692257591,2747642946,1208048988,11676366144,1149881364,10819932806,4932609710,9393984943,538388746,2619736081,1084967247,575894430.4,366976630.5,2819221206,2742265848,13960601293,22707549828,8563783536,1010569473,25476088668,9291596026,9399815992,431236988.4,9.36792E+11,-4956185559,0,9.41748E+11,0.996431685,9.40147E+11,110.4962662
1/16/2024,4924237865,73594378.8,3718293430,523166746.5,37597534318,28292456756,57670593391,7513166650,2219479838,14674146758,4354835924,7254818913,893776056.5,10852685099,331478248.3,818946181.6,419085305.6,2276004801,1.76003E+11,3007293744,6727275785,37188530160,3126162401,387813197.9,10097577237,1473545099,209973451,8470319121,2133138659,7189685387,912158378.9,3922003352,16975981081,14815537757,5475694273,4358109797,1419624203,10337320761,7072450512,4611655462,3647945802,4056759513,2495086459,11800132080,6443842726,720122157.8,3819119099,1071239249,28225178872,,20958952080,3375572977,29580603189,1918598054,994858845.4,3096554752,2716387021,357660516.3,4546530144,,993872219.2,3819932332,159476759.6,475307769.6,336487131.6,6046422995,675072912.9,1507358478,239562366.9,4577844734,568515412.8,3475243994,293838273.8,58947536034,33829478592,19497378181,4440160046,7624633349,2744521807,1179646004,11518438090,1140850883,10679983044,4776514466,9353690300,531132146.7,2632799591,1100333162,570493643.6,356344706.5,2802866956,2709697370,14038292995,22730604979,8564793595,970466215.6,25446700246,9153530078,9370057183,425617237.9,9.30454E+11,-6338000307,0,9.36792E+11,0.996431685,9.33786E+11,109.7486879
1/17/2024,4812965632,76154183.28,3730965316,521987557.8,36761421018,28520586886,57599736836,7492397702,2170546425,14348427711,4322159200,7199590389,850854607.4,10835959497,328309997.4,792528562.8,421704588.8,2293659497,1.73021E+11,2996498331,6566428811,37132492649,3039073389,388108337.3,10001579930,1480151636,212385206.4,8416919799,2121831341,6889232147,915749553.6,3896991605,16664941385,14676769635,5477768793,4254837053,1418130386,10293253450,6875373816,4583363098,3685228267,4052897508,2473480515,11682130759,6392608704,703906510.4,3838961299,1063906560,28229600571,,20919893280,3319833661,29714309718,1907919400,986861587.8,3070211474,2669186312,348086248.6,4504587984,,970369476.8,3756506923,159660277.2,452545708.8,336340450.2,5994493714,642218843,1489787272,235707264.2,4577229845,571322896.3,3420780101,295507444.6,58868427753,33676542432,19144665446,4429246731,7588406076,2695623958,1181490354,11480010492,1131067860,10564604613,4655800811,9168216428,524384782.4,2625430432,1097660829,568788131.9,360901245.4,2733675895,2696669978,13691668477,22315612269,8541057213,984486053.4,24958117723,9000930874,9369065222,419670350.2,9.21341E+11,-9113064583,0,9.30454E+11,0.996431685,9.2464E+11,108.6737859
