Date,AA,ACRS,AEO,AHCO,AME,ANSS,APD,ARMK,AUR,AVTR,AWI,AXTA,BDN,BSY,BV,CABA,CCNE,CEIX,CMCSA,CNX,COHR,COR,CRS,CTLP,CUBE,CUBI,DGICA,DKS,DORM,DUOL,ECVT,ENS,EPAM,EQT,ESNT,ETRN,FCF,FIVE,FMC,FNB,FOLD,FOUR,FULT,GLPI,GMED,HCSG,HLNE,HRMY,HSY,HT,HWM,IRT,KHC,KMT,KOP,KRYS,KWR,LMB,LNC,LTHM,MATW,MDGL,MLYS,MNTK,MPB,MSA,NVRI,NWBI,OFLX,OLLI,OSUR,PENN,PFIS,PNC,PPG,PPL,RDN,SEIC,SEM,STBA,TFX,TGI,TOL,UGI,UHS,UHT,URBN,UTZ,UVSP,VPG,VSH,VSTS,VTRS,WAB,WCC,WMK,WST,WTRG,X,YORW,close_market_cap,gross_change_mkt_cap,mkt_cap_deleted_stock,adj_mkt_cap,divisor,gross_index_level,Index Value
11/27/2023,4643407944,55579754.77,3120904515,687860110,35383212282,25681058072,60121787359,7276919875,1506450095,13465292563,3715873484,6875951238,685059990.6,11513903866,296627488.6,715572890.8,419085305.6,2530184064,1.71877E+11,3287974493,5401777568,34272881471,3486891750,410538933.2,8648687644,1284827919,217660921.2,7204161864,1907518224,7585162519,990138172.8,3599674543,14444683482,16423615409,5008927381,3763258791,1312567309,10391180808,6445275616,4134221806,3022747544,3590560439,2255020411,11242764139,5364435027,733758043,3210400750,960582300.9,27763848272,379360899.4,20552740560,2985397765,27464894001,1820908151,884896553.4,2455291070,2428076256,377472614.9,4038191165,2365541788,1029420117,3089522182,117818273.5,524725401.6,313164789,6230401022,452134581.3,1373691802,228725061.1,4708201091,511663871.5,3931099314,274642808.6,50973421249,32297764128,19090122240,3958415153,6967712135,2436569398,1036893345,10255950917,821773854.7,9124510871,4566306204,8131814506,507707334.9,2220126678,883874179.4,526718844.8,357980387.1,2843123573,2201629113,11157723722,20701751730,7810784700,1008776238,26009488535,8537077735,6906027748,444556147.7,8.79254E+11,-4334414298,0,8.83588E+11,1,8.79254E+11,103.3394793
11/28/2023,4606317199,57122036.97,3254864453,691397676.3,35017986967,25458112718,59402150467,7152306192,1516935827,13727210972,3658468428,6830663848,728823036.6,11589726592,297419551.4,525634040.5,416969730.7,2498502348,1.7106E+11,3215491003,5373480415,34167598874,3352213115,416146582.2,8740219961,1273625530,214495492.3,7394619445,1908570067,7555083014,983981873.3,3563367168,14550436979,16256277379,4953952614,3730211513,1313563188,10421103056,6492375707,4133868152,3031351189,3585595005,2242216888,11383361458,5225870285,728229981.4,3179124061,969581510.5,27851545303,0,20291046600,3025530072,27637925979,1834355344,862904095,2460413374,2429318380,369415062.8,4021414301,2411873268,1014437119,2991330251,121488624.7,545091456,307590895.8,6199057991,453699060.8,1376829518,225680688.2,4706971314,510260129.8,3878127583,270919273.6,51250300235,32490698976,19184663798,3908525715,6995486378,2379348511,1037999955,10309843280,806723051.5,9019815628,4587118904,8063669154,504651924.6,2340712919,886212470.9,525013333.2,354358522.9,2810415072,2180785287,10912696045,20405581719,7671396586,1000625169,25872097660,8567355355,7027046907,440583766.8,8.76177E+11,-3076580182,379360899.4,8.78875E+11,0.999568542,8.76556E+11,103.0223359
11/29/2023,4671667558,55906129.84,3457614630,698865871.8,35119055608,25826231791,59003582342,7212016915,1618297898,14015992808,3715873484,6866010104,757437336,11732451722,300191770.9,531223855.5,418077889,2497776812,1.70074E+11,3176935955,5552199276,33882316999,3271786650,415261163.9,8854077232,1317860607,213138879.9,7596646880,1883062862,7503127505,986033973.1,3562963753,14821889804,16227707471,4978846848,3775651521,1336468383,10236129157,6529559989,4226171992,3085840946,3655111080,2278226796,11518937443,5220048237,720490695.2,3273626744,980247240.5,27370317058,,20154340800,3019956141,27594667984,1848593548,893493605.4,2446753896,2444361880,358798053.1,4031480419,2411873268,999160336.3,3094690178,123874353,564858508.8,314778284.4,6317568030,461521458.4,1394400724,227732330.8,4646712243,510260129.8,3769199797,274893184.3,52372451209,32834217120,18930128835,3941265659,6990656075,2372065853,1042795264,10370296452,808980672,9199293187,4547574775,8042336696,507707334.9,2386267721,883874179.4,538373174.4,360083405.1,2822995264,2357957807,10900743475,20430410342,7842601553,987420438.1,25639929123,8567355355,7062757478,442569957.2,8.7811E+11,1932629062,0,8.76177E+11,0.999568542,8.78489E+11,103.2495776
11/30/2023,4740550369,55848534.24,3444942744,665848586.5,35635883884,25364786756,59929146098,7276919875,1530916802,14217468507,3746342322,6949957460,754070947.8,11600876992,302963990.4,612965328,408708914.6,2580004167,1.71182E+11,3217033205,5480711731,34523352165,3367917690,417327139.9,8871937196,1294594105,214344757.6,7718575332,1895159062,7257022461,976799523.8,3568611567,14610382811,16313417194,5014113680,3872727900,1332484871,10251906343,6652268121,4240318174,3160405876,3631939055,2279027016,11729833421,5228199104,715699708.5,3289096934,968581598.4,27693101088,,20541022920,3035563149,27630060889,1844638492,903690108.8,2542370239,2471688607,362024865.7,3986350655,2451061755,1004154669,3186148053,122222695,553477478.4,297323197.8,6462228172,461521458.4,1400676155,233357802.5,4505287893,513769484.2,3664748497,270662478.1,52994637844,33398904480,18981035827,4009863637,7084846984,2349177498,1032466906,10576024688,842844979.2,9174721854,4580875094,8146036145,507325408.6,2391627109,882538012.9,537520418.5,356227872.2,2795318840,2384012590,10996364032,20671602687,7870378170,984486053.4,25755278681,8625488386,7122275098,444672982.4,8.84728E+11,6618053373,0,8.7811E+11,0.999568542,8.8511E+11,104.0277389
12/1/2023,4899510702,57550804.22,3530930543,693362990.9,36067722621,25527243060,60387499442,7344418954,1705678994,14355143568,3826709402,7112881606,799517188,11810504527,317815166.4,612199600,418077889,2737929056,1.72408E+11,3250961647,5693685040,34636276241,3475470241,426181322.5,9137604163,1383638741,214344757.6,8202729185,1942229060,7278556653,1008607071,3706579593,14632438353,16423615409,5086721863,4316800699,1395225190,10869392742,6908839670,4417145454,3214895632,3723523725,2389457398,11960814730,5357448570,735600730.2,3318019464,1017243991,28150009988,,20658199320,3148156568,27928934306,1910292434,902490520.2,2588470975,2540143437,378325767.4,4048257283,2550814268,1024425784,3341657761,132499678.3,575041536,317565231,6549766104,495940007.8,1447114342,239942913.5,4600595607,502539550.1,3816948964,284465237.3,54980255712,33796538496,19264660500,4025454087,7229756075,2439690537,1082633215,10674436829,861282213.1,9378770745,4666207161,8159665216,534569483.2,2530971210,905252844.4,559123566,361602251.3,2839349515,2434819415,11193581430,21304732591,8206727750,996549634.8,25841974527,8729643398,7187744479,452500909.3,8.99508E+11,14779791002,0,8.84728E+11,0.999568542,8.99896E+11,105.7655703
12/4/2023,4738784143,62868798.03,3553558911,722842709.9,36125147985,24844580929,59809575661,7321053888,1709174238,14398796636,4037385960,7126688737,812982740.6,11752522443,316825088,613731056.1,418682339,2706972876,1.75922E+11,3223202013,5839638777,34571748198,3518776799,430313274.4,9318436300,1428161059,217811656,8375980319,2027428385,7410838113,1013737321,3694073719,14786261621,15905275658,5120951435,4153629764,1415142752,10948278669,6862979055,4470193638,3179047108,3673317671,2415864663,11997219392,5392380858,743708553.9,3354508934,1041908492,28095475700,,20666011080,3164878362,28157021914,1949051991,914286475.1,2559200666,2571886604,385624961.6,4133819290,2408310678,1038233646,3476495484,123874353,554076480,321818991.6,6555700879,521753919.9,1484766927,250267308.6,4690984214,513769484.2,3716974147,287610982.4,55700141075,33678895296,19162846515,4076902570,7259945469,2482346107,1096281402,10753166541,878214366.7,9315739936,4745295418,8281734281,547809594.3,2467328471,928969800.8,563103093.1,362653760.3,2854445746,2447846806,11570087373,21272810074,8214303191,1015297092,25767768760,8782932010,7249246019,461263514,9.04004E+11,4495951270,0,8.99508E+11,0.999568542,9.04394E+11,106.2942115
12/5/2023,4459720448,63047984.34,3502871366,672530656.1,35723170437,24129946015,58018233367,7074422640,1674221799,13915254958,3979936746,7100179045,794467605.8,11625407874,310092554.9,598033630.5,414048222.6,2685206811,1.70079E+11,3138380907,5768151232,34576842517,3361731039,423820207.1,9334063769,1385936667,215701370,8139243324,1996136040,7491505878,991164222.7,3620248723,14454665029,15652227906,5030709836,4155695219,1401200459,10985817490,6665902358,4385316544,3186216813,3657869654,2390257618,11905580069,5280597536,731915355.8,3349296152,1079571850,27697522787,,20384787720,3168222721,28189268782,1897636253,901690794.4,2537735773,2592864697,386857293.1,3984505200,2322808524,1012086845,3681179461,124424905.7,533111424,325339345.2,6449245851,520189440.4,1469705893,255032414.1,4692828879,517980709.4,3567758003,283373856.3,54853682461,33573016416,18922856407,3986477963,7203189408,2419923322,1085215305,10672093683,858648322.6,9321081530,4703670019,8070779974,545136110.3,2314585900,896901803.4,562818841.2,355176363.2,2805382994,2395737242,11498371955,21077728031,8045118342,997364741.7,25232164762,8678776997,7184768598,458459480.5,8.87791E+11,-16212677235,0,9.04004E+11,0.999568542,8.88174E+11,104.387899
12/6/2023,4438525737,64955038.68,3611487533,665455523.6,35943683835,24366717437,57854377582,7115960534,1726650457,14002561094,4018795553,7102388186,794467605.8,11513903866,309300492.2,563193002.8,414854155.9,2466095097,1.70406E+11,3045848792,5806873652,34074203022,3292250188,426771601.3,9338528760,1403745594,215701370,8216375678,2008495201,7275138527,991677247.7,3633158012,14644879941,15060422678,4996480264,4068946114,1403092627,10964055855,6844386914,4433059910,3163273758,3568491844,2391057838,11850345408,5176965082,721596307.5,3432700655,1069239424,27886181946,,20431658280,3157074858,28471625510,1934813787,893693536.8,2498708695,2611634570,381169609.3,4034835792,2490250242,1018256314,3701694840,119928725.5,520532390.4,330766557,6342790824,528794077.8,1462175376,245667658.2,4694058656,497275518.5,3539406936,282860265.3,55130561447,33577722144,19148301660,3919439029,7195943954,2424084841,1091117223,10749886136,868431344.6,9497354132,4705751289,8015078555,538134128.5,2364160243,895899678.5,563103093.1,355760534.8,2814189129,2428305720,11593992512,20971319644,7960273403,1001929340,25208654024,8809576315,7104419812,461497183.5,8.88368E+11,576873797.9,0,8.87791E+11,0.999568542,8.88751E+11,104.4557287
12/7/2023,4399668767,64635063.12,3649503191,628114546.2,35805862961,24721010442,58016019099,7053653693,1838498260,14029424521,4051913855,7204008671,831497875.5,11292010890,313260805.8,611051007.8,417473439,2513254903,1.72204E+11,3062041912,6019846961,33997788234,3065723578,414375745.7,9338528760,1401734909,217359451.8,8155856447,2004813749,7226601144,998346572.2,3662607327,14951960950,15101236832,5070125707,4044160655,1429085045,10661569125,6861739579,4493181185,3292328444,3622008187,2450274130,11641960097,5274775488,730072668.6,3416557848,1035909018,27859651751,,20599611120,3184944516,28715443298,1923739628,891494291,2521149265,2660767472,381643583,4090199443,2581096281,1014730903,3686190851,126627116.4,519334387.2,332820096.6,6350580216,539745434.4,1477236410,257150238.7,4491760346,484290907.2,3476736155,283630651.8,55276911768,34111822272,18966490972,3966210378,7237001530,2454255854,1112511679,10900784752,854885621.8,9741935038,4753620497,7960562274,534187557,2411724816,912935802.1,571914903.3,359499233.4,2875832074,2472598850,11659731645,21077728031,7964313638,1034370593,25057303649,8799887477,7127234899,460504088.3,8.92394E+11,4026508459,0,8.88368E+11,0.999568542,8.9278E+11,104.929172
12/8/2023,4422629704,63975913.47,3651313460,650912195.5,36090692767,24819521180,58237445835,7051057574,1901412649,14089867231,4075317455,7261446336,838230651.8,11284205610,315636993.9,621005472.9,418883822.3,2460774503,1.71877E+11,3091343749,6165800698,34259296620,3140915184,422049370.6,9414433608,1442523097,218565329.5,8192642646,1967473304,7336986092,992190272.6,3729574264,15178171638,15146132401,5128212253,4130909760,1451990241,10596284220,6924952859,4551534187,3220631396,3718558291,2467878973,11569150771,5413340230,722701919.8,3487182629,1033909194,27374738757,,20806622760,3259635200,28487355690,1942723900,881297787.5,2604813564,2677881179,397474302.9,4081811011,2762788359,1012968197,3262650059,131949125.6,515740377.6,334873636.2,6339081590,549132311.5,1491042358,261352797,4438265049,497977389.4,3560297196,287129490.8,55656631520,33875359440,18959218545,4028572177,7274436378,2442811676,1128741955,10822523669,866173724.2,9921476696,4774433196,8145443577,538261437.3,2419763899,903582636.2,576462934.3,358330890.1,2909169585,2480415284,11737423347,20992601321,8129458252,1019535648,25143999495,8719954560,7118307256,458108976.3,8.94607E+11,2212858912,0,8.92394E+11,0.999568542,8.94994E+11,105.1893635
12/11/2023,4404967444,62689611.72,3754498819,642264811.3,36228513640,25070982801,58585085811,7032884746,1981803257,14217468507,4118592037,7323302282,831497875.5,11244064167,316033025.3,653931780.3,420495688.8,2381932981,1.74328E+11,3058957508,6232820270,34446088324,3154240279,419983394.7,9369783697,1409777650,218866798.9,8242482014,1990087940,7379733170,979877673.6,3742080137,15559336647,15052259848,5184224280,4056553384,1442031460,10745895462,6912558098,4544461096,3285158739,3703661989,2479882276,11516426777,5480875987,724176069.6,3533929508,1033575890,27449907640,,20962857960,3215043747,28927800726,1956962105,885096484.9,2587007459,2633854787,393682513.7,4115364739,2632753833,1007386296,3293736340,129196362.2,506755353.6,337953945.6,6277879222,592937738.1,1477236410,268831365.2,4505902781,497626453.9,3807249914,288670263.9,55799026427,34304757120,19155574088,4048839761,7305833348,2476103829,1118413597,10857670862,871441505.3,9927886608,4725523353,8500984545,537752202.2,2505514114,925963426.1,575610178.5,362420091.7,2950055212,2450452285,11749375917,21134479171,8404699275,1030621101,25279186238,8656977110,7171873114,449696875.8,9.01527E+11,6920055294,0,8.94607E+11,0.999568542,9.01917E+11,106.0030347
12/12/2023,4246007112,64635063.12,3730965316,624970042.8,37060032911,25608471213,59196223602,6975770141,2034231915,14277911217,4176880248,7301210873,812982740.6,11257444648,316033025.3,694706800.6,420898655.5,2250611059,1.74287E+11,2996498331,6228352299,34631181922,3119975749,419097976.4,9356388724,1409490409,218414594.8,8170689592,1983250957,7734876420,961408775,3740063061,15605144312,14693095296,5206006735,4048291565,1416138630,10684418842,6772497301,4512632186,3395572193,3714696287,2477481615,11649492096,5574028755,729704131.2,3532920582,1057573782,27228822688,,21146434320,3228421183,29305325042,1960126150,860904780.6,2708235322,2648208219,397569097.6,4155629213,2618503474,1014730903,3475555848,130113950,480399283.2,337367220,6278991992,592937738.1,1462175376,261799525.6,4475158357,513769484.2,3711005501,285641360.8,55712007317,34203583968,19031942820,4081579705,7313078803,2496911424,1099601232,10923278955,882729607.7,9872334031,4597525253,8589277219,545899962.9,2463978854,928635759.2,568503880,358915061.8,2922378787,2410067372,11791209910,21267489655,8434496009,1010569473,25557641540,8620643966,7223455050,451566231.5,9.04014E+11,2486421152,0,9.01527E+11,0.999568542,9.04404E+11,106.2953921
